word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
期限,きげん,"giới hạn, kỳ hạn, thời hạn",mimikaraoboeru,Danh từ,支払（しはら）いの期限（きげん）を延（の）ばしてもらった。,Tôi được gia hạn trả tiền.,"期 (kỳ) - thời kỳ, mùa; 限 (hạn) - giới hạn. Kết hợp lại: giới hạn về thời gian, hạn chót.",賞味期限（しょうみきげん）: hạn sử dụng、期限切れ（きげんぎれ）: quá hạn
延期,えんき,"trì hoãn, hoãn lại",mimikaraoboeru,Danh từ / Động từ する,大雨（おおあめ）のため、運動会（うんどうかい）は1週間（しゅうかん）後（ご）に延期（えんき）された。,Vì trời mưa nên hội thể thao sẽ hoãn lại vào tuần sau.,"延 (duyên) - kéo dài, nối dài; 期 (kỳ) - thời kỳ, hạn định. Kết hợp lại: kéo dài thời hạn, hoãn lại.",延期申請（えんきしんせい）: yêu cầu hoãn lại、無期延期（むきえんき）: hoãn vô thời hạn
延長,えんちょう,"kéo dài, gia hạn",mimikaraoboeru,Danh từ / Động từ する,結論（けつろん）が出（で）なかったので、会議（かいぎ）は30分（ぷん）延長（えんちょう）された。,"Mãi chưa đưa ra được kết luận, cuộc họp kéo dài 30 phút.","延 (duyên) - kéo dài, nối dài; 長 (trường) - dài, trưởng. Kết hợp lại: làm cho dài thêm, kéo dài.",延長戦（えんちょうせん）: hiệp phụ (trong thể thao)、延長料金（えんちょうりょうきん）: phí gia hạn
短縮,たんしゅく,"rút ngắn, thu gọn",mimikaraoboeru,Danh từ / Động từ する,冬（ふゆ）は動物園（どうぶつえん）の営業（えいぎょう）時間（じかん）が短縮（たんしゅく）される。,Mùa đông sẽ rút ngắn thời gian mở cửa sở thú.,"短 (đoản) - ngắn; 縮 (súc) - co lại, thu nhỏ. Kết hợp lại: làm cho ngắn lại, thu gọn.",短縮授業（たんしゅくじゅぎょう）: giờ học được rút ngắn、短縮形（たんしゅくけい）: hình thức rút gọn
外,そと,"ngoài ra, khác, bên ngoài",mimikaraoboeru,Danh từ / Tính từ,私（わたし）には分（わ）かりませんので、ほかの人（ひと）に聞（き）いてください。,Tôi không hiểu nên hãy hỏi người khác nhé.,"""外 gồm hai phần: bên trái là radical 夕 (yuu) tượng trưng cho hình ảnh con người, bên phải là một cấu trúc tượng trưng cho cửa ra vào. Kết hợp lại thể hiện ý nghĩa """"ở bên ngoài"""".""",外国（がいこく）: nước ngoài、外側（そとがわ）: phía bên ngoài、外出（がいしゅつ）: đi ra ngoài
境,さかい,"biên giới, ngăn cách, ranh giới",mimikaraoboeru,Danh từ,隣（となり）の家（いえ）の堺（さかい）には併（へい）がある。,Có hàng rào ngăn cách nhà tôi với nhà kế bên.,"""境 gồm ba phần: phần trên """"亠"""" (lâu/nóc nhà), phần giữa """"口"""" (khẩu/miệng), và phần dưới """"土"""" (thổ/đất). Kết hợp lại thể hiện ý nghĩa của khu vực được xác định và ngăn cách.""",国境（こっきょう）: biên giới quốc gia、境界（きょうかい）: ranh giới、県境（けんざかい）: ranh giới tỉnh
半ば,なかば,"một nửa, ở giữa, phần giữa",mimikaraoboeru,Danh từ,彼女（かのじょ）の話（はなし）の半（なか）ばは嘘（うそ）だ。,Câu chuyện của cô ấy một nửa là nói dối.,"""半 (はん) có nghĩa là """"nửa"""" hoặc """"phân chia"""". Kanji này có hình dạng trực quan thể hiện một thứ gì đó bị chia làm hai phần, với một nửa được đánh dấu.""",半ば過ぎ（なかばすぎ）: quá nửa、道半ば（みちなかば）: giữa đường、月半ば（つきなかば）: giữa tháng
映像,えいぞう,"hình ảnh, ánh tượng, hình ảnh động",mimikaraoboeru,Danh từ,この辺（あた）りは電波（でんぱ）の状態（じょうたい）が悪（わる）く、テレビの映像（えいぞう）が良（よ）く乱（みだ）れる。,Tình trạng sóng điện ở vùng này rất xấu nên hình ảnh tivi hay nhiễu loạn.,"映 (chiếu) - phản chiếu, chiếu sáng; 像 (tượng) - hình tượng, bức tượng. Kết hợp: hình ảnh được chiếu lên, phản ánh.",映像作品（えいぞうさくひん）: tác phẩm hình ảnh、映像機器（えいぞうきき）: thiết bị hình ảnh、映像資料（えいぞうしりょう）: tài liệu hình ảnh
撮影,さつえい,"chụp ảnh, quay phim, thu hình",mimikaraoboeru,Danh từ / Động từ する,プロのカメラマンに顔（かお）写真（しゃしん）を撮影（さつえい）してもらった。,Tôi nhờ nhiếp ảnh gia chuyên nghiệp chụp cho ảnh chân dung.,"撮 (toát) - nắm bắt, chụp lấy; 影 (ảnh) - hình ảnh, bóng. Kết hợp: bắt giữ khoảnh khắc bằng hình ảnh.",撮影会（さつえいかい）: buổi chụp ảnh、撮影技術（さつえいぎじゅつ）: kỹ thuật chụp ảnh、撮影禁止（さつえいきんし）: cấm chụp ảnh
背景,はいけい,"bối cảnh, nền, hậu cảnh, phông nền",mimikaraoboeru,Danh từ,これは家族（かぞく）の写真（しゃしん）で、背景（はいけい）はうちの庭（にわ）だ。,"Đây là bức ảnh gia đình, lấy bối cảnh là sân vườn nhà tôi.","背 (bối) - lưng, phía sau; 景 (cảnh) - cảnh, phong cảnh. Kết hợp: cảnh vật ở phía sau, làm nền.",背景画像（はいけいがぞう）: hình nền、歴史的背景（れきしてきはいけい）: bối cảnh lịch sử、社会背景（しゃかいはいけい）: bối cảnh xã hội
独立,どくりつ,"độc lập, tự lập, tự chủ",mimikaraoboeru,Danh từ / Động từ する,アメリカはイギリスから独立（どくりつ）した。,Nước Mỹ đã giành được độc lập từ nước Anh.,"独 (độc) - một mình, riêng lẻ; 立 (lập) - đứng, thiết lập. Kết hợp: đứng một mình, không phụ thuộc vào ai.",独立記念日（どくりつきねんび）: ngày độc lập、独立国家（どくりつこっか）: quốc gia độc lập、独立採算（どくりつさいさん）: tự chủ về tài chính
候補,こうほ,"ứng cử, ứng cử viên, người được đề cử",mimikaraoboeru,Danh từ,今度（こんど）の市長（しちょう）選挙（せんきょ）は、5人（にん）の候補（こうほ）で争（あらそ）われることになった。,"Trong cuộc bầu cử thị trưởng lần này, có 5 ứng cử viên cùng cạnh tranh nhau.","候 (hậu) - chờ đợi, thời tiết; 補 (bổ) - bù đắp, bổ sung. Kết hợp: người đang chờ được bổ nhiệm vào vị trí.",候補者（こうほしゃ）: ứng cử viên、立候補（りっこうほ）: ứng cử、候補地（こうほち）: địa điểm ứng cử
支持,しじ,"sự ủng hộ, hỗ trợ, tán thành",mimikaraoboeru,Danh từ / Động từ する,私（わたし）は首相（しゅしょう）を支持（しじ）している。,Tôi ủng hộ thủ tướng.,"支 (chi) - nâng đỡ, chi nhánh; 持 (trì) - giữ, nắm. Kết hợp: giữ vững và nâng đỡ, thể hiện sự ủng hộ.",支持者（しじしゃ）: người ủng hộ、支持率（しじりつ）: tỷ lệ ủng hộ、不支持（ふしじ）: không ủng hộ
投票,とうひょう,"sự bỏ phiếu, biểu quyết, bầu cử",mimikaraoboeru,Danh từ / Động từ する,選挙（せんきょ）でA候補（こうほ）に投票（とうひょう）した。,"Trong cuộc bầu cử, tôi đã bầu cho ứng cử viên A.","投 (đầu) - ném, quăng; 票 (phiếu) - phiếu, vé. Kết hợp: hành động ném phiếu bầu vào thùng.",投票所（とうひょうじょ）: phòng bỏ phiếu、投票箱（とうひょうばこ）: thùng phiếu、投票率（とうひょうりつ）: tỷ lệ bỏ phiếu
当選,とうせん,"trúng cử, trúng giải, được bầu chọn",mimikaraoboeru,Danh từ / Động từ する,先日（せんじつ）の選挙（せんきょ）で、知（し）り合（あ）いが市長（しちょう）に当選（とうせん）した。,"Trong cuộc bầu cử hôm trước, người thân của tôi đã trúng cử chức thị trưởng.","当 (đương) - trúng, đúng, đảm nhận; 選 (tuyển) - chọn, lựa. Kết hợp: được chọn, được trúng.",当選者（とうせんしゃ）: người trúng cử/trúng thưởng、当選確実（とうせんかくじつ）: chắc chắn trúng cử、当選番号（とうせんばんごう）: số trúng thưởng
抽選,ちゅうせん,"rút thăm, bốc thăm, xổ số",mimikaraoboeru,Danh từ / Động từ する,抽選（ちゅうせん）に当（あ）たってテレビをもらった。,Rút thăm trúng tôi nhận được cái tivi.,"抽 (trừu) - rút ra, trích xuất; 選 (tuyển) - chọn lựa, bầu. Kết hợp: chọn lựa bằng cách rút thăm ngẫu nhiên.",抽選会（ちゅうせんかい）: buổi rút thăm、抽選結果（ちゅうせんけっか）: kết quả rút thăm、抽選方法（ちゅうせんほうほう）: phương pháp rút thăm
配布,はいふ,"phân phát, phát tán, phân phối",mimikaraoboeru,Danh từ / Động từ する,駅前（えきまえ）に通行（つうこう）人（にん）にチラシを配布（はいふ）する。,Phát tờ rơi cho người đi đường ở trước nhà ga.,"配 (phối) - phân phát, sắp xếp; 布 (bố) - vải, phổ biến. Kết hợp: phân phát rộng rãi.",配布物（はいふぶつ）: vật phẩm được phân phát、配布先（はいふさき）: nơi phân phát、無料配布（むりょうはいふ）: phân phát miễn phí
失格,しっかく,"mất tư cách, mất quyền, bị loại",mimikaraoboeru,Danh từ / Tính từ の,試合（しあい）で反則（はんそく）をすると失格（しっかく）になった。,"Trong trận đấu, phạm lỗi nặng nên bị mất quyền thi đấu.","失 (thất) - mất, sai lầm; 格 (cách) - tiêu chuẩn, tư cách. Kết hợp: mất đi tiêu chuẩn hay tư cách để tham gia.",失格者（しっかくしゃ）: người bị mất tư cách/bị loại、失格処分（しっかくしょぶん）: hình phạt mất tư cách、失格理由（しっかくりゆう）: lý do bị loại
余暇,よか,"thời gian rỗi, thời gian nhàn rỗi, giải trí",mimikaraoboeru,Danh từ,余暇（よか）を利用（りよう）して、ボランティアをしている。,Tôi dùng thời gian rảnh để làm tình nguyện.,"余 (dư) - thừa, còn lại; 暇 (hạ) - rảnh rỗi, nhàn hạ. Kết hợp: thời gian dư thừa, rảnh rỗi.",余暇活動（よかかつどう）: hoạt động giải trí、余暇時間（よかじかん）: thời gian rảnh rỗi、余暇利用（よかりよう）: sử dụng thời gian rảnh
行事,ぎょうじ,"sự kiện, hoạt động, nghi lễ",mimikaraoboeru,Danh từ,正月（しょうがつ）の行事（ぎょうじ）は地方（ちほう）によってさまざまだ。,"Sự kiện vào ngày tết, tùy vào từng địa phương mà khác nhau.","行 (hành) - đi, thực hiện; 事 (sự) - việc, sự việc. Kết hợp: những việc được thực hiện theo quy định, thường là các nghi lễ hoặc sự kiện.",年中行事（ねんちゅうぎょうじ）: sự kiện hàng năm、学校行事（がっこうぎょうじ）: sự kiện học đường、伝統行事（でんとうぎょうじ）: sự kiện truyền thống
理想,りそう,"lý tưởng, lý tưởng hóa, mẫu mực",mimikaraoboeru,Danh từ / Tính từ な,若者（わかもの）には高（たか）い理想（りそう）を持（も）ってもらいたい。,Tôi muốn giới trẻ ôm ấp những hoài bão lớn.,"理 (lý) - lẽ phải, nguyên lý; 想 (tưởng) - nghĩ, tưởng tượng. Kết hợp: trạng thái được nghĩ đến là hoàn hảo, mẫu mực.",理想的（りそうてき）: lý tưởng、理想主義（りそうしゅぎ）: chủ nghĩa lý tưởng、理想像（りそうぞう）: hình ảnh lý tưởng
現実,げんじつ,"hiện thực, thực tế, sự thật",mimikaraoboeru,Danh từ / Tính từ の,理想（りそう）と現実（げんじつ）が違（ちが）う。,Lý tưởng và hiện thực rất khác nhau.,"現 (hiện) - xuất hiện, hiện tại; 実 (thực) - thật, trái. Kết hợp: điều đang thật sự hiện hữu, không phải lý tưởng.",現実的（げんじつてき）: thực tế、現実味（げんじつみ）: tính thực tế、現実主義（げんじつしゅぎ）: chủ nghĩa hiện thực
