word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
開店,かいてん,sự mở cửa hàng,shinkanzen,danh từ,新しいレストランが来月開店する予定です。,Nhà hàng mới dự định sẽ khai trương vào tháng sau.,"""Kanji """"開"""" (kai) có nghĩa là """"mở ra"""". Kanji """"店"""" (ten) có nghĩa là """"cửa hàng"""". Kết hợp lại, """"開店"""" mang ý nghĩa """"mở cửa hàng"""", phù hợp với nghĩa """"sự mở cửa hàng"""".""",開店セール(かいてんせーる): khuyến mãi khai trương、開店準備(かいてんじゅんび): chuẩn bị khai trương、開店時間(かいてんじかん): giờ mở cửa
開業,かいぎょう,"bắt đầu kinh doanh, khởi nghiệp",shinkanzen,danh từ,彼は独立して歯科医院を開業した。,Anh ấy đã độc lập mở phòng khám nha khoa.,"""Kanji """"開"""" (kai) có nghĩa là """"mở ra"""". Kanji """"業"""" (gyou) có nghĩa là """"nghiệp, công việc, kinh doanh"""". Kết hợp lại, """"開業"""" mang ý nghĩa """"mở ra công việc kinh doanh"""", phù hợp với nghĩa """"bắt đầu kinh doanh, khởi nghiệp"""".""",開業医(かいぎょうい): bác sĩ hành nghề tư、開業届(かいぎょうとどけ): giấy phép kinh doanh、開業祝い(かいぎょういわい): quà mừng khai trương
開催,かいさい,"sự tổ chức, tổ chức (sự kiện)",shinkanzen,danh từ,オリンピックは4年ごとに開催される。,Thế vận hội Olympic được tổ chức 4 năm một lần.,"""Kanji """"開"""" (kai) có nghĩa là """"mở ra"""". Kanji """"催"""" (sai) có nghĩa là """"tổ chức, thúc giục"""". Kết hợp lại, """"開催"""" mang ý nghĩa """"mở ra và tổ chức"""", phù hợp với nghĩa """"sự tổ chức, tổ chức (sự kiện)"""".""",開催地(かいさいち): địa điểm tổ chức、開催日(かいさいび): ngày tổ chức、開催期間(かいさいきかん): thời gian tổ chức
開放,かいほう,"sự mở cửa, sự tự do hóa",shinkanzen,danh từ,政府は貿易の開放を進めている。,Chính phủ đang thúc đẩy tự do hóa thương mại.,"""Kanji """"開"""" (kai) có nghĩa là """"mở ra"""". Kanji """"放"""" (hou) có nghĩa là """"thả ra, phóng thích"""". Kết hợp lại, """"開放"""" mang ý nghĩa """"mở ra và thả tự do"""", phù hợp với nghĩa """"sự mở cửa, sự tự do hóa"""".""",市場開放(しじょうかいほう): mở cửa thị trường、開放政策(かいほうせいさく): chính sách mở cửa、情報開放(じょうほうかいほう): công khai thông tin
閉鎖,へいさ,"sự phong bế, sự phong tỏa",shinkanzen,danh từ,大雪のため、高速道路が閉鎖された。,"Do tuyết rơi dày, đường cao tốc đã bị đóng cửa.","""Kanji """"閉"""" (hei) có nghĩa là """"đóng lại"""". Kanji """"鎖"""" (sa) có nghĩa là """"khóa, xích"""". Kết hợp lại, """"閉鎖"""" mang ý nghĩa """"đóng lại và khóa"""", phù hợp với nghĩa """"sự phong bế, sự phong tỏa"""".""","一時閉鎖(いちじへいさ): đóng cửa tạm thời、国境閉鎖(こっきょうへいさ): đóng cửa biên giới、閉鎖的(へいさてき): khép kín, khó gần"
密閉,みっぺい,"kín hơi, kín gió",shinkanzen,danh từ,化学実験では、危険物質を密閉容器に保管する。,"Trong thí nghiệm hóa học, các chất nguy hiểm được bảo quản trong các hộp kín.","""Kanji """"密"""" (mitsu) có nghĩa là """"kín, chặt chẽ"""". Kanji """"閉"""" (hei) có nghĩa là """"đóng lại"""". Kết hợp lại, """"密閉"""" mang ý nghĩa """"đóng lại một cách kín mít"""", phù hợp với nghĩa """"kín hơi, kín gió"""".""",密閉容器(みっぺいようき): hộp kín khí、密閉空間(みっぺいくうかん): không gian kín khí、完全密閉(かんぜんみっぺい): hoàn toàn kín khí
事情,じじょう,"tình hình, sự tình, nguyên cớ, lý do",shinkanzen,danh từ,彼女(かのじょ)はヨーロッパの事情(じじょう)に詳(くわ)しい。,Cô ấy biết rõ tường tận về tình hình của châu Âu.,"""""""事"""" có nghĩa là việc, sự việc; """"情"""" có nghĩa là tình cảm, tình huống. Kết hợp lại tạo thành """"事情"""" để chỉ các tình huống, sự tình hay hoàn cảnh trong cuộc sống. Kanji """"事"""" thường liên quan đến công việc, việc làm trong khi """"情"""" liên quan đến cảm xúc, tình cảm - khi kết hợp lại tạo thành từ mô tả các tình huống phức tạp trong đời sống.""",家庭事情(かていじじょう): tình hình gia đình、経済事情(けいざいじじょう): tình hình kinh tế、個人事情(こじんじじょう): lý do cá nhân
事態,じたい,"tình hình, tình trạng",shinkanzen,danh từ,預金(よきん)している銀行(ぎんこう)が倒産(とうさん)するという、大変(たいへん)な事態(じたい)になった。,Ngân hàng tôi đang gửi tiết kiệm bị phá sản nên đang lâm vào tình trạng khó khăn.,"""""""事"""" có nghĩa là việc, sự việc; """"態"""" có nghĩa là thái độ, tình trạng. Kết hợp lại tạo thành """"事態"""" để chỉ tình trạng của một sự việc, đặc biệt là các tình huống nghiêm trọng. Kanji """"態"""" thường liên quan đến hành vi, thái độ hoặc trạng thái, làm cho từ """"事態"""" thường được sử dụng để chỉ tình trạng của các sự kiện quan trọng.""",緊急事態(きんきゅうじたい): tình trạng khẩn cấp、非常事態(ひじょうじたい): tình trạng khẩn cấp、危機的事態(ききてきじたい): tình trạng nguy cấp
障害,しょうがい,"cản trở, khó khăn, vấn đề",shinkanzen,danh từ,彼(かれ)は目(め)が見(み)えないという障害(しょうがい)を乗(の)り越(こ)えてピアニストになった。,Anh ấy đã vượt qua khó khăn không nhìn thấy để trở thành nhà piano.,"""""""障"""" có nghĩa là chướng ngại, cản trở; """"害"""" có nghĩa là hại, tổn hại. Kết hợp lại tạo thành """"障害"""" để chỉ những trở ngại, khó khăn hoặc vấn đề sức khỏe làm ảnh hưởng đến cuộc sống bình thường. Kanji """"障"""" gợi ý về một rào cản, trong khi """"害"""" nhấn mạnh tác động tiêu cực, tạo nên ý nghĩa của từ.""",身体障害(しんたいしょうがい): khuyết tật thể chất、発達障害(はったつしょうがい): rối loạn phát triển、障害物(しょうがいぶつ): vật cản
福祉,ふくし,phúc lợi,shinkanzen,danh từ,大学(だいがく)で福祉(ふくし)について勉強(べんきょう)した。,Tôi đang học về phúc lợi xã hội tại trường đại học.,"""""""福"""" có nghĩa là phúc, hạnh phúc; """"祉"""" cũng có nghĩa là phúc, điều tốt lành. Kết hợp lại tạo thành """"福祉"""" để chỉ các chương trình và chính sách nhằm mang lại cuộc sống tốt đẹp cho người dân. Cả hai kanji đều liên quan đến may mắn và hạnh phúc, nhấn mạnh mục đích của phúc lợi xã hội.""",社会福祉(しゃかいふくし): phúc lợi xã hội、福祉施設(ふくししせつ): cơ sở phúc lợi、介護福祉士(かいごふくしし): nhân viên phúc lợi chăm sóc
社会,しゃかい,xã hội,shinkanzen,danh từ,定年(ていねん)退職(たいしょく)後(ご)は社会(しゃかい)の役(やく)に立(た)つことをしたい。,Sau khi về hưu tôi muốn làm công việc có ích cho xã hội.,"""""""社"""" nguyên là chỉ đền thờ Thần đạo, sau mở rộng nghĩa thành tổ chức, đoàn thể; """"会"""" có nghĩa là gặp gỡ, tụ họp, hội. Kết hợp lại tạo thành """"社会"""" để chỉ xã hội - nơi mọi người sống và tương tác với nhau. Đây là một trong những từ cơ bản và quan trọng trong tiếng Nhật.""",社会人(しゃかいじん): người đi làm、社会的(しゃかいてき): thuộc về xã hội、社会復帰(しゃかいふっき): tái hòa nhập xã hội
都会,とかい,"thành phố, thành thị",shinkanzen,danh từ,田舎(いなか)の高校生(こうこうせい)だったの私(わたし)は、都会(とかい)にあこがれていた。,Một đứa học sinh vùng quê như tôi rất ao ước sống ở thành phố.,"""""""都"""" có nghĩa là thủ đô, đô thị; """"会"""" có nghĩa là gặp gỡ, tụ họp. Kết hợp lại tạo thành """"都会"""" để chỉ khu vực đô thị sầm uất - nơi nhiều người tụ họp sinh sống và làm việc. Kanji """"都"""" thường gắn với các đô thị lớn như Tokyo (東京都).""",大都会(だいとかい): đô thị lớn、都会的(とかいてき): mang phong cách thành thị、都会暮らし(とかいぐらし): cuộc sống thành phố
世論,よろん,"dư luận, ý kiến công chúng",shinkanzen,danh từ,現代(げんだい)の政治(せいじ)家(か)は世論(よろん)を無視(むし)することはできない。,Những nhà chính trị gia ngày nay không thể phớt lờ ý kiến của công chúng.,"""""""世"""" có nghĩa là thế giới, thế hệ, đời; """"論"""" có nghĩa là lý luận, bàn luận. Kết hợp lại tạo thành """"世論"""" để chỉ ý kiến chung của công chúng về một vấn đề nào đó. Từ này thể hiện tính chất tập thể của ý kiến và sự bàn luận trong xã hội.""",世論調査(よろんちょうさ): khảo sát dư luận、世論形成(よろんけいせい): hình thành dư luận、世論対策(よろんたいさく): đối sách dư luận
民族,みんぞく,dân tộc,shinkanzen,danh từ,世界(せかい)にはさまざまな民族(みんぞく)が存在(そんざい)する。,Trên thế giới tồn tại rất nhiều dân tộc.,"""""""民"""" có nghĩa là dân, người dân; """"族"""" có nghĩa là tộc, họ, nhóm người. Kết hợp lại tạo thành """"民族"""" để chỉ một cộng đồng người có chung nguồn gốc, văn hóa và lịch sử. Từ này nhấn mạnh vào yếu tố văn hóa và lịch sử hơn là ranh giới quốc gia.""",少数民族(しょうすうみんぞく): dân tộc thiểu số、多民族(たみんぞく): đa dân tộc、民族衣装(みんぞくいしょう): trang phục dân tộc
作業,さぎょう,"công việc, sự làm việc",shinkanzen,名詞 (danh từ),時計（とけい）を作（つく）る仕事（しごと）は、作業（さぎょう）が細（こま）かくて複雑（ふくざつ）だ。,Công việc làm đồng hồ có những thao tác tỉ mỉ phức tạp.,,単純作業（たんじゅんさぎょう）: công việc đơn giản、手作業（てさぎょう）: công việc thủ công、流れ作業（ながれさぎょう）: dây chuyền sản xuất、作業着（さぎょうぎ）: quần áo làm việc
"""","""""""作業"""" có thể hiểu là 作る (làm) + 業 (nghiệp). Tưởng tượng một công nhân làm nghề từng chi tiết, từng thao tác nhỏ.""","作 (さく): làm, tạo ra + 業 (ぎょう): nghiệp, công việc. Hai chữ cùng liên quan đến công việc, nhấn mạnh vào các thao tác cụ thể trong quá trình làm việc.",shinkanzen,,,,,
工夫,くふう,"công sức, công phu, lao tâm khổ tứ",shinkanzen,名詞 (danh từ),仕事（しごと）のやり方（かた）を工夫（くふう）すれば、もう少（すこ）し時間（じかん）を短縮（たんしゅく）できるだろう。,Nếu chịu khó làm công việc này công phu hơn thì sẽ có thể rút ngắn thời gian.,,工夫（くふう）を凝（こ）らす: công phu suy nghĩ、工夫（くふう）を重（かさ）ねる: đầu tư công sức、工夫（くふう）の跡（あと）: dấu vết của sự tỉ mỉ
"""","""""""工夫"""" = 工 (công) + 夫 (phu), tưởng tượng một người thợ lành nghề phải suy nghĩ công phu để tạo ra sản phẩm hoàn hảo.""","工 (こう): nghề, thợ + 夫 (ふ/ふう): người đàn ông, người thợ. Hai chữ kết hợp diễn tả sự khéo léo và công phu trong nghề nghiệp.",shinkanzen,,,,,
消化,しょうか,"tiêu hóa, giải quyết, thực hiện",shinkanzen,名詞 (danh từ),私（わたし）は胃腸（いちょう）が弱（よわ）いので、消化（しょうか）｛が/に｝いいものを食（た）べるようにしている。,Dạ dày tôi yếu nên ăn những thứ dễ tiêu hóa tốt.,,消化（しょうか）不良（ふりょう）: khó tiêu、消化（しょうか）器官（きかん）: cơ quan tiêu hóa、消化（しょうか）作用（さよう）: quá trình tiêu hóa
"""","""""""消化"""" = 消 (biến mất) + 化 (biến đổi), tưởng tượng thức ăn biến mất và biến đổi trong cơ thể.""","消 (しょう): biến mất, tiêu tan + 化 (か): biến đổi, hóa. Hai chữ kết hợp diễn tả quá trình thức ăn biến đổi trong cơ thể.",shinkanzen,,,,,
